瘤痢,瘤痢疙,老矫,扁柯(∑C),碍荐樊(mm),浅加(m/s),浅氢(16规困),嚼档(%),捞浇痢柯档(∑C),泅瘤扁拘(hPa),老炼(hr),老荤(MJ/m2),傈款樊(10盒困),瘤搁柯档(∑C),30cm 瘤吝柯档(∑C)
184,力林,2020-01-04 01:00,5.8,,2.2,180,74,1.5,1023.1,,,0,5.1,10.9
184,力林,2020-01-04 02:00,5.5,,1.5,180,74,1.2,1023.2,,,5,5.2,10.9
184,力林,2020-01-04 03:00,5.4,,1.5,180,74,1.1,1023.3,,,2,5,10.9
184,力林,2020-01-04 04:00,5.2,,2.4,160,75,1.1,1023,,,2,4.8,10.9
184,力林,2020-01-04 05:00,5.1,,2.1,160,75,1,1023,,,2,4.7,10.9
184,力林,2020-01-04 06:00,5.4,,1.9,160,75,1.3,1023,,,1,4.9,10.8
184,力林,2020-01-04 07:00,5.8,,2.1,180,74,1.5,1023.4,,,2,5.2,10.8
184,力林,2020-01-04 08:00,5.9,,1.5,160,73,1.4,1023.6,0,.01,6,5.2,10.8
184,力林,2020-01-04 09:00,6.7,,1.2,180,70,1.6,1023.8,.1,.18,4,5.9,10.7
184,力林,2020-01-04 10:00,8.9,,1,230,64,2.4,1024.2,.6,.75,6,7.9,10.7
184,力林,2020-01-04 11:00,10.1,,1.2,360,62,3.1,1024.1,.3,.92,5,9.7,10.6
184,力林,2020-01-04 12:00,10.2,,1.8,250,60,2.7,1023.5,.6,1.44,4,13.2,10.6
184,力林,2020-01-04 13:00,10.7,,3.2,270,59,3,1023.2,1,2.03,1,16.5,10.5
184,力林,2020-01-04 14:00,11.3,,3.8,270,57,3,1022.7,1,1.84,1,16.4,10.5
184,力林,2020-01-04 15:00,10.8,,3.6,290,56,2.3,1023.2,.8,1.38,3,12.2,10.5
184,力林,2020-01-04 16:00,10.4,,3.9,270,58,2.4,1023,.9,1.05,2,10,10.5
184,力林,2020-01-04 17:00,9.6,,3.6,290,59,1.9,1023.6,.8,.46,2,8.6,10.6
184,力林,2020-01-04 18:00,9.2,,3.4,270,62,2.2,1024,0,.04,1,7.4,10.5
184,力林,2020-01-04 19:00,9,,2.7,320,63,2.3,1024.6,,,0,6.8,10.6
184,力林,2020-01-04 20:00,9,,2.1,320,64,2.5,1024.5,,,0,6.4,10.7
184,力林,2020-01-04 21:00,8.3,,1,250,66,2.3,1025.2,,,0,5.9,10.7
184,力林,2020-01-04 22:00,8.4,,2.7,360,65,2.1,1025.4,,,0,5.5,10.8
184,力林,2020-01-04 23:00,7.4,,.9,90,68,1.8,1025.8,,,1,5.2,10.8
184,力林,2020-01-05 00:00,7.1,,1.4,360,69,1.7,1025.8,,,1,5.1,10.8
184,力林,2020-01-05 01:00,6.2,,1.9,180,72,1.5,1025.6,,,3,5,10.9
184,力林,2020-01-05 02:00,6.3,,1.7,180,72,1.6,1026,,,0,4.7,10.9
184,力林,2020-01-05 03:00,5.5,,2.1,200,73,1,1026.1,,,0,4.3,10.9
184,力林,2020-01-05 04:00,5.2,,1.4,180,71,.3,1026.1,,,0,3.9,10.7
184,力林,2020-01-05 05:00,4.8,,2.1,180,70,-.2,1026.2,,,0,3.7,10.7
184,力林,2020-01-05 06:00,4.6,,2,160,67,-1,1026.6,,,0,3.5,10.8
184,力林,2020-01-05 07:00,4.6,,2,160,67,-1,1026.6,,,1,3.3,10.8
184,力林,2020-01-05 08:00,4.6,,2.3,160,67,-1,1027.6,0,.01,4,3.2,10.7
184,力林,2020-01-05 09:00,5.9,,1.7,160,63,-.6,1027.9,.8,.35,5,3.7,10.7
184,力林,2020-01-05 10:00,10.4,,.8,180,47,-.4,1028.6,1,.97,3,5.1,10.5
184,力林,2020-01-05 11:00,10.4,,2.5,50,47,-.4,1028.2,1,1.51,3,6.9,10.5
184,力林,2020-01-05 12:00,10.3,,2.8,50,50,.3,1027,1,1.81,4,11.7,10.5
184,力林,2020-01-05 13:00,10.9,,3.4,50,46,-.2,1026.1,.9,1.94,7,15.3,10.4
184,力林,2020-01-05 14:00,10.3,,3.7,50,49,0,1025.9,.4,1.43,9,14.1,10.4
184,力林,2020-01-05 15:00,10.5,,2.6,70,52,1,1026,0,.85,9,12.2,10.4
184,力林,2020-01-05 16:00,11.1,,1.5,70,61,3.8,1026.4,.1,.66,9,11.2,10.4
184,力林,2020-01-05 17:00,10.6,,1.2,70,63,3.8,1026.8,0,.24,8,9.8,10.4
184,力林,2020-01-05 18:00,10.3,,1.1,110,66,4.2,1027.4,0,.02,10,8.9,10.4
184,力林,2020-01-05 19:00,10.1,,1.8,110,68,4.4,1027.4,,,10,8.5,10.4
184,力林,2020-01-05 20:00,9.7,,1.3,110,69,4.2,1026.8,,,9,8.1,10.4
184,力林,2020-01-05 21:00,9.8,,1.9,70,67,3.9,1026.7,,,10,8,10.5
184,力林,2020-01-05 22:00,10,,2.8,110,65,3.7,1026.1,,,10,7.8,10.5
184,力林,2020-01-05 23:00,10.5,,2.4,70,62,3.5,1025.9,,,10,8,10.5
184,力林,2020-01-06 00:00,10.9,,2.6,110,57,2.7,1025.2,,,10,8,10.5
184,力林,2020-01-06 01:00,10.6,,2.4,160,56,2.1,1024.6,,,10,8.1,10.6
184,力林,2020-01-06 02:00,10.2,,1.3,200,56,1.7,1023.7,,,9,8.1,10.6
184,力林,2020-01-06 03:00,10.8,,1.6,140,53,1.5,1024.1,,,10,8.2,10.7
184,力林,2020-01-06 04:00,11,,1.8,180,48,.3,1023.7,,,10,8.1,10.6
184,力林,2020-01-06 05:00,11,,1.5,160,48,.3,1023.8,,,10,8.2,10.7
184,力林,2020-01-06 06:00,11.6,0,2,140,44,-.2,1023.1,,,10,8.2,10.7
184,力林,2020-01-06 07:00,11.9,,.9,230,51,2,1023.4,,,10,8.4,10.6
184,力林,2020-01-06 08:00,12.1,,1.2,360,48,1.4,1023.2,0,0,10,8.5,10.7
184,力林,2020-01-06 09:00,12.6,,2.4,160,49,2.1,1023.6,0,.02,10,8.7,10.7
184,力林,2020-01-06 10:00,13.9,,2.5,110,69,8.2,1022.7,0,.13,10,9.7,10.7
184,力林,2020-01-06 11:00,14.2,,.7,250,52,4.4,1021.7,0,.36,10,11,10.7
184,力林,2020-01-06 12:00,14.2,0,1.6,180,56,5.5,1021.4,0,.28,10,11.2,10.6
184,力林,2020-01-06 13:00,15.2,,3.1,50,56,6.4,1019.3,0,.29,10,11.7,10.7
184,力林,2020-01-06 14:00,15,,1.7,230,62,7.7,1018.7,0,.15,10,11.4,10.7
184,力林,2020-01-06 15:00,15.4,,1.1,140,64,8.6,1018.7,0,.05,10,11.2,10.8
184,力林,2020-01-06 16:00,15.5,,1.5,110,67,9.3,1019.1,0,0,10,11.1,10.7
184,力林,2020-01-06 17:00,14.2,,.8,180,90,12.5,1018.6,0,.02,10,11.3,10.8
184,力林,2020-01-06 18:00,14.4,.2,2,140,86,12,1018.2,0,0,10,11.2,10.9
184,力林,2020-01-06 19:00,14.9,,1,200,83,12,1017.8,,,10,11.3,10.9
184,力林,2020-01-06 20:00,18.3,,3.7,230,71,12.9,1017.4,,,10,11.7,10.9
184,力林,2020-01-06 21:00,18.7,0,5.4,230,70,13.1,1017.1,,,10,12.3,10.9
184,力林,2020-01-06 22:00,18.6,,4.2,230,73,13.6,1016.9,,,10,12.6,10.9
184,力林,2020-01-06 23:00,18.5,,3.3,230,76,14.1,1016.4,,,10,12.7,11
184,力林,2020-01-07 00:00,18.5,.1,4.2,230,78,14.5,1016.1,,,10,13,10.9
184,力林,2020-01-07 01:00,18.9,,6.6,200,74,14.1,1015.3,,,10,13.3,11
184,力林,2020-01-07 02:00,19.2,,6.9,200,71,13.8,1014.8,,,10,13.4,11
184,力林,2020-01-07 03:00,19.4,,5,200,68,13.3,1014.4,,,10,13.4,11
184,力林,2020-01-07 04:00,19.4,,6,230,70,13.7,1013.8,,,10,13.5,11
184,力林,2020-01-07 05:00,19.2,,5.6,230,74,14.4,1013.8,,,10,13.7,11.1
184,力林,2020-01-07 06:00,19.5,0,5.2,230,72,14.3,1013.4,,,10,13.8,11.1
184,力林,2020-01-07 07:00,19.6,,6,230,71,14.1,1013.2,,,10,13.8,11.1
184,力林,2020-01-07 08:00,19.9,,5.2,230,68,13.8,1013.1,0,0,7,13.8,11.2
184,力林,2020-01-07 09:00,20.5,0,4.8,230,67,14.1,1013.3,0,.14,7,14.3,11.2
184,力林,2020-01-07 10:00,20.3,,8.4,200,71,14.8,1013,0,.25,9,15,11.3
184,力林,2020-01-07 11:00,21.1,,8,200,65,14.2,1012.3,0,.49,9,16.1,11.4
184,力林,2020-01-07 12:00,21.7,,6.1,200,61,13.8,1011.1,0,.76,9,17.4,11.3
184,力林,2020-01-07 13:00,22.1,,5.6,200,60,13.9,1009.7,.1,.99,9,18.5,11.5
184,力林,2020-01-07 14:00,23.1,,7.4,200,56,13.8,1008.5,.9,2.5,6,23.6,11.4
184,力林,2020-01-07 15:00,23,,6,200,54,13.1,1008,1,1.93,6,19,11.5
184,力林,2020-01-07 16:00,21.5,,7.4,200,64,14.3,1007.3,.5,1.01,9,17.7,11.6
184,力林,2020-01-07 17:00,20.9,,7.4,200,69,14.9,1006.2,.1,.27,4,16.3,11.7
184,力林,2020-01-07 18:00,21.1,0,10.2,200,69,15.1,1004.5,0,.03,10,16,11.8
184,力林,2020-01-07 19:00,19.8,,6.8,230,83,16.8,1004.9,,,10,16.2,11.9
184,力林,2020-01-07 20:00,15.6,,6.2,230,92,14.2,1007,,,10,15,12
184,力林,2020-01-07 21:00,15.9,11.9,6.5,230,86,13.5,1005.9,,,10,14.4,12
184,力林,2020-01-07 22:00,14.3,,9.2,250,83,11.4,1006.4,,,9,13.7,12.1
184,力林,2020-01-07 23:00,13.7,,8.8,250,80,10.3,1007.4,,,10,12.9,12.3
184,力林,2020-01-08 00:00,12.8,.5,7.9,270,81,9.6,1008.4,,,9,12.4,12.5
184,力林,2020-01-08 01:00,12.2,,9.8,270,76,8,1009.2,,,9,11.7,12.5
184,力林,2020-01-08 02:00,11.2,,9.9,270,78,7.4,1010,,,9,11.1,12.6
184,力林,2020-01-08 03:00,10.3,.8,9.8,270,83,7.5,1010.8,,,9,10.5,12.6
184,力林,2020-01-08 04:00,10,,8.7,290,81,6.8,1011.3,,,9,10.2,12.6
184,力林,2020-01-08 05:00,9.2,,7.4,290,80,5.9,1012.3,,,9,9.6,12.6
184,力林,2020-01-08 06:00,8.8,.6,7.2,290,82,5.8,1013.2,,,9,9.2,12.7
184,力林,2020-01-08 07:00,9.1,,7.3,270,75,4.8,1014.2,,,9,8.9,12.8
184,力林,2020-01-08 08:00,9.2,,8.6,270,73,4.6,1015.1,0,0,10,8.7,12.7
184,力林,2020-01-08 09:00,8.9,0,9.5,320,68,3.3,1016.2,0,.04,9,8.7,12.7
184,力林,2020-01-08 10:00,8.2,,8.2,290,66,2.2,1017.3,0,.21,9,8.8,12.7
184,力林,2020-01-08 11:00,8.1,,6.8,290,64,1.6,1017.7,.1,.45,8,9.2,12.7
184,力林,2020-01-08 12:00,7.8,,7.5,290,64,1.4,1018,0,.4,9,9.1,12.7
184,力林,2020-01-08 13:00,7.6,,7.6,290,66,1.6,1017.9,0,.26,9,8.6,12.7
184,力林,2020-01-08 14:00,7.7,,6.7,290,65,1.5,1017.9,0,.35,9,8.6,12.6
184,力林,2020-01-08 15:00,7.4,,7.2,290,64,1,1018.4,0,.17,9,8.2,12.6
184,力林,2020-01-08 16:00,7.3,,7.7,290,63,.7,1019.6,0,.12,9,7.8,12.7
184,力林,2020-01-08 17:00,7.5,,6.3,320,63,.8,1020.1,0,.03,9,7.6,12.5
184,力林,2020-01-08 18:00,7.3,,5.2,320,59,-.1,1020.6,0,0,9,7.3,12.6
184,力林,2020-01-08 19:00,7.5,,4.9,320,66,1.5,1020.6,,,9,7.2,12.6
184,力林,2020-01-08 20:00,7.2,,5.6,320,64,.8,1021.3,,,9,7.1,12.5
184,力林,2020-01-08 21:00,7.5,,4.3,320,67,1.7,1021.6,,,9,7.1,12.5
184,力林,2020-01-08 22:00,7.2,,5.5,320,64,.8,1021.7,,,9,7.1,12.5
184,力林,2020-01-08 23:00,6.9,,5.2,320,64,.5,1021.6,,,10,7,12.4
184,力林,2020-01-09 00:00,7,,4.9,320,64,.6,1021.5,,,9,6.9,12.4
184,力林,2020-01-09 01:00,7.2,,3.6,320,69,1.8,1021.4,,,9,7,12.4
184,力林,2020-01-09 02:00,7.1,,3.9,320,65,.9,1022.1,,,10,7,12.3
184,力林,2020-01-09 03:00,7,,3.6,320,66,1,1022.2,,,9,6.9,12.3
184,力林,2020-01-09 04:00,7.2,,4.1,290,67,1.4,1021.7,,,9,6.9,12.3
184,力林,2020-01-09 05:00,7.1,,3.2,320,67,1.3,1021.4,,,10,6.8,12.2
184,力林,2020-01-09 06:00,7.1,,4.1,320,66,1.1,1021.5,,,10,6.8,12.2
184,力林,2020-01-09 07:00,7.1,,4.4,320,66,1.1,1021.8,,,10,6.8,12.1
184,力林,2020-01-09 08:00,7,,3.6,320,66,1,1021.8,0,0,10,6.8,12
184,力林,2020-01-09 09:00,7.2,,3,320,65,1,1022,0,.07,10,7.1,12.1
184,力林,2020-01-09 10:00,7.5,,2.1,340,67,1.7,1022.4,0,.23,9,7.9,12
184,力林,2020-01-09 11:00,7.6,,2.9,320,64,1.2,1022.5,0,.58,10,9.2,11.9
184,力林,2020-01-09 12:00,7.8,,3,340,63,1.1,1022,0,.67,10,10.3,12
184,力林,2020-01-09 13:00,7.9,,2.7,340,63,1.2,1021.5,0,.56,10,10.3,11.9
184,力林,2020-01-09 14:00,7.7,,3,320,62,.8,1021.1,0,.62,10,10,11.8
184,力林,2020-01-09 15:00,8,,2.9,290,64,1.5,1021,0,.47,10,9.9,11.8
184,力林,2020-01-09 16:00,7.9,,3,290,65,1.7,1021.1,0,.34,10,9.4,11.8
184,力林,2020-01-09 17:00,7.8,,2.7,320,67,2,1021.2,0,.19,10,8.7,11.9
184,力林,2020-01-09 18:00,7.4,,3.2,320,66,1.4,1021.6,0,.02,10,8,11.9
184,力林,2020-01-09 19:00,7.4,,2.2,320,66,1.4,1021.8,,,10,7.5,11.8
184,力林,2020-01-09 20:00,7.3,,2.9,320,66,1.3,1022,,,9,7.3,11.8
184,力林,2020-01-09 21:00,7.3,,2.5,360,66,1.3,1022,,,8,7,11.8
184,力林,2020-01-09 22:00,7.1,,2.7,340,67,1.3,1022.5,,,8,6.8,11.8
184,力林,2020-01-09 23:00,6.9,,2.1,340,67,1.1,1022.2,,,9,6.9,11.8
184,力林,2020-01-10 00:00,6.7,,2.3,340,68,1.2,1021.9,,,8,6.7,11.8
184,力林,2020-01-10 01:00,6.6,,2.3,360,69,1.3,1021.7,,,3,6.5,11.7
184,力林,2020-01-10 02:00,6.7,,2.3,360,68,1.2,1021.7,,,7,6.6,11.8
184,力林,2020-01-10 03:00,6.4,,2.1,20,66,.4,1021.5,,,7,6.3,11.7
184,力林,2020-01-10 04:00,6.3,,2,360,68,.8,1020.9,,,6,6,11.8
184,力林,2020-01-10 05:00,5.7,,1.1,290,70,.6,1020.8,,,6,5.9,11.8
184,力林,2020-01-10 06:00,5.5,,1.2,180,73,1,1020.9,,,5,5.8,11.7
184,力林,2020-01-10 07:00,4.9,,1.3,180,75,.8,1021.1,,,1,5.1,11.7
184,力林,2020-01-10 08:00,4.3,,2.4,180,76,.4,1021.5,0,.01,1,4.6,11.6
184,力林,2020-01-10 09:00,5.6,,2.2,180,72,.9,1021.8,.8,.35,1,4.8,11.7
184,力林,2020-01-10 10:00,8.6,,.9,200,61,1.4,1021.9,1,.98,2,6,11.6
184,力林,2020-01-10 11:00,9.2,,1.2,360,57,1.1,1021,1,1.45,0,7.9,11.3
184,力林,2020-01-10 12:00,9.3,,3.6,20,55,.7,1019.7,1,1.9,0,13.1,11.4
184,力林,2020-01-10 13:00,10.2,,2.4,360,49,0,1019,1,2.1,1,16.5,11.3
184,力林,2020-01-10 14:00,10.1,,2.3,20,55,1.4,1018.8,1,2.01,1,17.7,11.2
184,力林,2020-01-10 15:00,10.1,,1.8,20,50,.1,1018.7,.8,1.32,3,12.4,11.3
184,力林,2020-01-10 16:00,10.5,,2.6,20,50,.4,1018.4,1,.99,3,10.6,11.3
184,力林,2020-01-10 17:00,9.9,,1.1,340,56,1.5,1018.8,.2,.3,9,9.9,11.3
184,力林,2020-01-10 18:00,9.6,,1.9,360,60,2.2,1019,0,.03,8,8.9,11.3
184,力林,2020-01-10 19:00,9.1,,3,20,69,3.7,1018.8,,,10,8.5,11.3
184,力林,2020-01-10 20:00,9.1,,2.2,360,58,1.2,1018.9,,,8,8.2,11.3
184,力林,2020-01-10 21:00,8.7,,2.2,20,63,2,1018.5,,,10,7.9,11.3
184,力林,2020-01-10 22:00,8.6,,.7,320,62,1.7,1018.1,,,10,7.9,11.3
184,力林,2020-01-10 23:00,8.7,,1.3,290,60,1.3,1018.2,,,9,7.8,11.5
184,力林,2020-01-11 00:00,8.5,,1.7,230,65,2.2,1018.2,,,10,7.7,11.4
184,力林,2020-01-11 01:00,8.5,,1.4,230,63,1.8,1018.2,,,9,7.6,11.4
184,力林,2020-01-11 02:00,8.7,,2.2,290,60,1.3,1018.1,,,9,7.5,11.5
184,力林,2020-01-11 03:00,8.1,,3,320,60,.7,1018.2,,,10,7.3,11.5
184,力林,2020-01-11 04:00,7.9,,3.5,320,62,1,1018.1,,,10,7.2,11.5
184,力林,2020-01-11 05:00,7.8,,2.9,320,58,0,1017.7,,,10,7.1,11.5
184,力林,2020-01-11 06:00,7.6,,2.8,340,56,-.6,1017.9,,,10,7,11.5
184,力林,2020-01-11 07:00,7.2,,4.2,360,57,-.7,1018.5,,,7,6.6,11.5
184,力林,2020-01-11 08:00,7,,5.3,360,57,-.9,1018.8,0,0,2,5.7,11.5
184,力林,2020-01-11 09:00,7.3,,3.3,360,59,-.1,1019.5,0,.14,3,5.9,11.4
184,力林,2020-01-11 10:00,7.8,,4.4,20,57,-.2,1019.7,.3,.53,6,7.2,11.4
184,力林,2020-01-11 11:00,8,,4.9,20,59,.4,1019,.1,.74,6,8.9,11.4
184,力林,2020-01-11 12:00,8.4,,3.7,360,57,.3,1018.2,0,.69,10,9.7,11.4
184,力林,2020-01-11 13:00,8.8,,1.6,360,55,.2,1017.2,0,.93,10,11.2,11.3
184,力林,2020-01-11 14:00,8.8,,2.8,360,57,.7,1016.6,0,.83,10,11.3,11.3
184,力林,2020-01-11 15:00,8.7,,2.7,340,58,.8,1016,0,.53,10,10.6,11.3
184,力林,2020-01-11 16:00,8.6,,2.7,290,61,1.4,1015.6,0,.27,10,9.6,11.4
184,力林,2020-01-11 17:00,8.6,,2.6,290,59,1,1015.5,0,.11,10,8.7,11.4
184,力林,2020-01-11 18:00,8.4,,3.2,320,61,1.3,1015.4,0,.01,10,8.1,11.3
184,力林,2020-01-11 19:00,8.4,,3.6,320,61,1.3,1016,,,10,7.8,11.3
184,力林,2020-01-11 20:00,8.3,,3.3,320,60,.9,1016.5,,,10,7.5,11.3
184,力林,2020-01-11 21:00,8.2,,3.4,360,63,1.5,1016.3,,,10,7.4,11.2
184,力林,2020-01-11 22:00,8.2,,3.7,320,63,1.5,1016.3,,,10,7.2,11.3
184,力林,2020-01-11 23:00,7.9,,3.5,340,65,1.7,1016.5,,,10,7.2,11.4
184,力林,2020-01-12 00:00,7.5,,4.6,360,69,2.1,1016.2,,,10,7.2,11.3
184,力林,2020-01-12 01:00,7.4,,3.4,340,69,2,1015.8,,,10,7.1,11.3
184,力林,2020-01-12 02:00,7.2,,3.2,340,67,1.4,1015.8,,,10,6.9,11.3
184,力林,2020-01-12 03:00,7,0,2.8,340,67,1.2,1016,,,10,6.8,11.3
184,力林,2020-01-12 04:00,7.1,,4.2,320,66,1.1,1015.6,,,10,6.7,11.3
184,力林,2020-01-12 05:00,7.2,,4.7,320,65,1,1015.1,,,9,6.6,11.3
184,力林,2020-01-12 06:00,7.5,0,4.5,340,67,1.7,1015.2,,,9,6.6,11.3
184,力林,2020-01-12 07:00,7.4,,5,340,61,.3,1015.9,,,9,6.5,11.3
184,力林,2020-01-12 08:00,7.8,,5.3,320,61,.7,1016.1,0,0,7,6.4,11.3
