지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),이슬점온도(°C),현지기압(hPa),일조(hr),일사(MJ/m2),전운량(10분위),지면온도(°C),30cm 지중온도(°C)
152,울산,2020-01-04 01:00,2.2,,3.1,340,48,-7.6,1012.6,,,0,-.3,
152,울산,2020-01-04 02:00,2.1,,2,340,48,-7.7,1012.7,,,0,-.6,
152,울산,2020-01-04 03:00,1.2,,.7,200,51,-7.8,1012.5,,,0,-1.3,
152,울산,2020-01-04 04:00,4,,5.8,320,33,-10.8,1012.3,,,0,-.3,
152,울산,2020-01-04 05:00,3.6,,4.5,320,34,-10.8,1012.4,,,5,-.4,
152,울산,2020-01-04 06:00,3,,2.1,320,34,-11.3,1012.4,,,8,-1.1,
152,울산,2020-01-04 07:00,1.5,,.6,20,41,-10.3,1012.4,,,6,-1.9,
152,울산,2020-01-04 08:00,3.1,,2,290,32,-12,1012.4,0,,7,-.8,
152,울산,2020-01-04 09:00,3.6,,3.3,320,31,-11.9,1013,0,,8,.1,
152,울산,2020-01-04 10:00,3.9,,2.4,340,31,-11.7,1013.5,.1,,8,.7,
152,울산,2020-01-04 11:00,4.5,,2.9,340,33,-10.4,1013.3,0,,8,2.3,
152,울산,2020-01-04 12:00,5.7,,4.8,320,36,-8.2,1012.3,.4,,6,8.2,
152,울산,2020-01-04 13:00,6.7,,4.2,290,41,-5.6,1011.9,1,,2,11.8,
152,울산,2020-01-04 14:00,7.9,,3.2,290,40,-4.8,1011.2,1,,0,12.3,
152,울산,2020-01-04 15:00,8.1,,3.5,290,40,-4.7,1011.6,1,,0,9.8,
152,울산,2020-01-04 16:00,8.2,,3.2,290,39,-4.9,1012,1,,0,7.3,
152,울산,2020-01-04 17:00,7.5,,2.8,290,41,-4.9,1012.6,.8,,0,3.3,
152,울산,2020-01-04 18:00,6.5,,2.2,320,42,-5.5,1013.5,0,,0,1,
152,울산,2020-01-04 19:00,5.9,,1.7,320,41,-6.3,1014,,,0,.1,
152,울산,2020-01-04 20:00,5.6,,2.4,320,42,-6.3,1014.8,,,0,0,
152,울산,2020-01-04 21:00,4.1,,1.9,340,48,-5.9,1015.7,,,0,-1.2,
152,울산,2020-01-04 22:00,3.7,,2.5,320,53,-5,1016,,,0,-1,
152,울산,2020-01-04 23:00,3.4,,1.8,340,56,-4.5,1016.1,,,0,-.9,
152,울산,2020-01-05 00:00,3.3,,2,340,57,-4.4,1016.3,,,0,-.7,
152,울산,2020-01-05 01:00,3,,2.8,320,59,-4.2,1016.3,,,0,-.9,
152,울산,2020-01-05 02:00,2.8,,1.9,340,58,-4.6,1016.7,,,0,-1.1,
152,울산,2020-01-05 03:00,2.4,,2.4,340,59,-4.8,1017.4,,,0,-1.3,
152,울산,2020-01-05 04:00,2.1,,3.4,340,59,-5,1017,,,0,-1.4,
152,울산,2020-01-05 05:00,2.4,,3.5,340,57,-5.2,1017.5,,,0,-1.2,
152,울산,2020-01-05 06:00,2.1,,3.1,340,58,-5.3,1018.2,,,0,-1.5,
152,울산,2020-01-05 07:00,1.7,,3,340,59,-5.4,1018.7,,,0,-1.7,
152,울산,2020-01-05 08:00,1.6,,2.6,340,59,-5.5,1019.2,.2,,0,-1.5,
152,울산,2020-01-05 09:00,3.2,,2.4,340,53,-5.4,1020,1,,0,.3,
152,울산,2020-01-05 10:00,5.1,,1.9,340,47,-5.3,1020.8,1,,0,2.1,
152,울산,2020-01-05 11:00,7.2,,1.8,340,43,-4.5,1020.3,1,,0,13.5,
152,울산,2020-01-05 12:00,9.2,,1.6,360,39,-4,1019.4,1,,0,16.2,
152,울산,2020-01-05 13:00,10.1,,2.2,90,39,-3.2,1018.4,1,,0,16.9,
152,울산,2020-01-05 14:00,11,,1.2,20,37,-3.1,1018.1,1,,0,16.7,
152,울산,2020-01-05 15:00,11,,1.2,140,36,-3.5,1018.3,1,,0,14.4,
152,울산,2020-01-05 16:00,10.7,,1.6,140,44,-1,1018.7,1,,6,10.8,
152,울산,2020-01-05 17:00,9.3,,1.4,110,53,.1,1019.3,.8,,4,5.7,
152,울산,2020-01-05 18:00,7.5,,.8,20,61,.4,1019.9,0,,2,3,
152,울산,2020-01-05 19:00,7.6,,1.4,320,62,.7,1020.2,,,5,2.5,
152,울산,2020-01-05 20:00,6.6,,1.7,320,59,-.8,1020.2,,,7,2.9,
152,울산,2020-01-05 21:00,6.2,,1.2,340,48,-4,1020.1,,,7,2,
152,울산,2020-01-05 22:00,5.7,,.9,340,48,-4.4,1020.3,,,7,.3,
152,울산,2020-01-05 23:00,4.2,,.3,0,52,-4.8,1020,,,4,-.6,
152,울산,2020-01-06 00:00,3.6,,1.1,340,58,-3.9,1020.1,,,3,-.3,
152,울산,2020-01-06 01:00,2.9,,.4,0,60,-4.1,1019.6,,,2,-.5,
152,울산,2020-01-06 02:00,2.9,,.4,0,68,-2.4,1019.7,,,7,-.1,
152,울산,2020-01-06 03:00,2.7,,.5,270,66,-3,1019.1,,,8,.2,
152,울산,2020-01-06 04:00,3.7,,1,290,66,-2,1018.3,,,8,.6,
152,울산,2020-01-06 05:00,2.8,,.6,340,71,-1.9,1018.6,,,8,1,
152,울산,2020-01-06 06:00,3.1,,.1,0,72,-1.4,1018.8,,,8,1.5,
152,울산,2020-01-06 07:00,4.5,,.7,340,65,-1.5,1018.6,,,9,2.1,
152,울산,2020-01-06 08:00,3.9,,1,340,72,-.6,1019.2,0,,10,2.4,
152,울산,2020-01-06 09:00,5.4,0,1.3,340,71,.5,1019,0,,10,3.5,
152,울산,2020-01-06 10:00,5,,2,200,90,3.4,1019.1,0,,10,5.1,
152,울산,2020-01-06 11:00,4.1,,1.3,20,98,3.8,1018.7,0,,10,5.1,
152,울산,2020-01-06 12:00,6.8,2.5,1.7,340,98,6.5,1017,0,,10,7.9,
152,울산,2020-01-06 13:00,6.8,,.6,20,98,6.5,1016.7,0,,10,7.3,
152,울산,2020-01-06 14:00,6.6,,1.4,20,98,6.3,1016.1,0,,10,7.4,
152,울산,2020-01-06 15:00,7,1.1,1.2,340,98,6.7,1016.1,0,,10,7.4,
152,울산,2020-01-06 16:00,6.8,,.8,340,98,6.5,1015.8,0,,10,6.8,
152,울산,2020-01-06 17:00,6.5,,1.3,340,98,6.2,1015.6,0,,10,6.3,
152,울산,2020-01-06 18:00,6.5,3,1.5,340,98,6.2,1015.2,0,,10,6,
152,울산,2020-01-06 19:00,6.7,,.3,0,98,6.4,1015,,,10,6,
152,울산,2020-01-06 20:00,7.3,,.8,340,98,6.9,1014.7,,,10,6.1,
152,울산,2020-01-06 21:00,7.3,4.1,.4,0,98,6.9,1014.5,,,10,6.1,
152,울산,2020-01-06 22:00,7.5,,0,0,98,7.1,1014,,,10,6.1,
152,울산,2020-01-06 23:00,6.9,,0,0,98,6.6,1013.3,,,10,6.2,
152,울산,2020-01-07 00:00,8.1,2.5,0,0,98,7.7,1012.5,,,10,6.3,
152,울산,2020-01-07 01:00,8.3,,0,0,98,7.9,1011.4,,,10,6.4,
152,울산,2020-01-07 02:00,8.5,,.9,320,98,8.1,1010.7,,,10,6.7,
152,울산,2020-01-07 03:00,8.6,6.3,1.4,320,98,8.2,1009.9,,,10,7,
152,울산,2020-01-07 04:00,9,,2.5,320,98,8.6,1008.5,,,10,7.3,
152,울산,2020-01-07 05:00,9.4,,2.6,290,98,9,1007.2,,,10,7.5,
152,울산,2020-01-07 06:00,9.3,9.2,.6,320,98,8.9,1006.3,,,10,7.5,
152,울산,2020-01-07 07:00,8.6,,.6,340,98,8.2,1006.3,,,10,7.4,
152,울산,2020-01-07 08:00,8.8,,1.3,360,98,8.4,1006.2,0,,10,7.5,
152,울산,2020-01-07 09:00,9.2,2.2,1.3,360,98,8.8,1006.6,0,,10,7.8,
152,울산,2020-01-07 10:00,9.6,,1,360,98,9.2,1006.6,0,,10,8.2,
152,울산,2020-01-07 11:00,10.2,,1.8,340,98,9.8,1006,0,,10,9.1,
152,울산,2020-01-07 12:00,10.4,1.3,1.2,360,98,10,1005,0,,10,9.6,
152,울산,2020-01-07 13:00,10.7,,1,360,98,10.3,1003.8,0,,10,9.7,
152,울산,2020-01-07 14:00,11.5,,.5,320,98,11.1,1002.8,0,,10,10.3,
152,울산,2020-01-07 15:00,11.6,1.8,.4,0,98,11.2,1002.1,0,,10,10.5,
152,울산,2020-01-07 16:00,11.8,,.9,70,98,11.4,1001.5,0,,10,10.3,
152,울산,2020-01-07 17:00,13.3,,.3,0,98,12.9,1000.4,0,,10,10.3,
152,울산,2020-01-07 18:00,14.5,.1,1.4,180,98,14.1,999.6,0,,10,10.5,
152,울산,2020-01-07 19:00,16.8,,3.5,200,98,16.4,998.3,,,10,12,
152,울산,2020-01-07 20:00,17.3,,3.8,180,98,16.9,996.1,,,10,12.5,
152,울산,2020-01-07 21:00,17.8,.6,5.2,180,98,17.4,994.4,,,10,13.3,
152,울산,2020-01-07 22:00,17,,6,180,98,16.6,992.6,,,10,13.9,
152,울산,2020-01-07 23:00,18.3,,4.5,250,91,16.7,990.5,,,9,13.3,
152,울산,2020-01-08 00:00,17.5,5.9,3.6,230,66,11,990.6,,,10,11.9,
152,울산,2020-01-08 01:00,15.6,,3.5,200,77,11.5,989.6,,,6,11.4,
152,울산,2020-01-08 02:00,14.9,,2.9,200,82,11.8,989.2,,,7,10.8,
152,울산,2020-01-08 03:00,14.5,0,4.3,230,68,8.6,989.5,,,3,9.7,
152,울산,2020-01-08 04:00,13.3,,3.8,230,68,7.5,990.2,,,3,9.2,
152,울산,2020-01-08 05:00,12,,4.3,250,56,3.4,991.1,,,2,7.4,
152,울산,2020-01-08 06:00,10.9,,4.8,250,55,2.1,991.9,,,3,6.4,
152,울산,2020-01-08 07:00,9.8,,3.6,250,55,1.1,993,,,2,5.6,
152,울산,2020-01-08 08:00,9.6,,2.3,200,55,.9,994.3,.3,,3,5.2,
152,울산,2020-01-08 09:00,10.4,,2.5,270,54,1.4,997,.9,,9,7.3,
152,울산,2020-01-08 10:00,9.9,,1.7,290,56,1.5,999.4,.2,,10,7.1,
152,울산,2020-01-08 11:00,9,,3.6,320,62,2,1001.3,0,,10,6.9,
152,울산,2020-01-08 12:00,8.6,0,3.3,340,62,1.7,1002.1,0,,9,7.2,
152,울산,2020-01-08 13:00,8.7,,4.2,290,62,1.8,1002.3,.4,,3,9,
152,울산,2020-01-08 14:00,9.5,,4.3,290,59,1.8,1003.2,1,,1,12,
152,울산,2020-01-08 15:00,9.8,,4.2,290,59,2.1,1004,1,,1,11.7,
152,울산,2020-01-08 16:00,8.9,,2.8,290,61,1.7,1005.5,.9,,2,9.4,
152,울산,2020-01-08 17:00,8,,2.9,320,64,1.5,1006.4,.7,,0,7.3,
152,울산,2020-01-08 18:00,6.6,,2,320,73,2,1007.5,0,,0,5.4,
152,울산,2020-01-08 19:00,5.5,,2.1,340,77,1.7,1008.3,,,1,4.3,
152,울산,2020-01-08 20:00,5.3,,2.6,340,78,1.7,1008.9,,,6,3.6,
152,울산,2020-01-08 21:00,5.1,,2.1,360,77,1.3,1009.1,,,0,3,
152,울산,2020-01-08 22:00,4.4,,1.5,340,81,1.4,1009.3,,,1,2.5,
152,울산,2020-01-08 23:00,4.6,,2.7,340,83,1.9,1009.1,,,0,2.2,
152,울산,2020-01-09 00:00,4.3,,2.7,340,81,1.3,1009.2,,,0,2,
152,울산,2020-01-09 01:00,4.2,,2.8,340,82,1.3,1009,,,0,1.7,
152,울산,2020-01-09 02:00,3.8,,1.6,340,82,1,1009,,,0,1.3,
152,울산,2020-01-09 03:00,4.2,,1.9,360,76,.3,1009.1,,,7,1.2,
152,울산,2020-01-09 04:00,4.2,,1.5,360,70,-.7,1009,,,9,1.5,
152,울산,2020-01-09 05:00,3.8,,1.8,360,65,-2.1,1009.1,,,9,1.5,
152,울산,2020-01-09 06:00,2.9,,2.1,360,64,-3.2,1009.8,,,9,1,
152,울산,2020-01-09 07:00,2.1,,1.7,360,68,-3.2,1010.4,,,9,.6,
152,울산,2020-01-09 08:00,2.3,,1.9,360,66,-3.4,1011.1,.1,,6,.5,
152,울산,2020-01-09 09:00,2,,2.5,20,73,-2.3,1011.6,.5,,6,1.5,
152,울산,2020-01-09 10:00,2.9,,3.2,20,69,-2.2,1011.7,.7,,5,3.6,
152,울산,2020-01-09 11:00,4.9,,2.5,360,56,-3.1,1011.2,1,,0,8,
152,울산,2020-01-09 12:00,5.8,,3.2,340,45,-5.2,1010.2,1,,1,9.8,
152,울산,2020-01-09 13:00,6.8,,4.1,320,37,-6.9,1009.5,1,,1,9.9,
152,울산,2020-01-09 14:00,7.3,,3.9,320,35,-7.1,1009.3,1,,5,10.5,
152,울산,2020-01-09 15:00,7.2,,3.5,320,35,-7.2,1009.5,1,,5,9.5,
152,울산,2020-01-09 16:00,6.7,,3.3,320,37,-6.9,1010,1,,5,6.9,
152,울산,2020-01-09 17:00,5.6,,2.2,290,41,-6.6,1010.6,.3,,7,4.4,
152,울산,2020-01-09 18:00,4.2,,1.7,360,46,-6.4,1011.2,0,,7,2.6,
152,울산,2020-01-09 19:00,3.7,,1.6,320,50,-5.7,1011.7,,,6,1.8,
152,울산,2020-01-09 20:00,3.2,,3.6,340,52,-5.7,1011.9,,,7,.8,
152,울산,2020-01-09 21:00,2.4,,2.3,340,55,-5.7,1012.5,,,5,.2,
152,울산,2020-01-09 22:00,1.4,,2.5,320,60,-5.5,1012.7,,,4,-.3,
152,울산,2020-01-09 23:00,1.3,,3.3,340,61,-5.4,1012.4,,,0,.2,
152,울산,2020-01-10 00:00,1.1,,3.4,340,62,-5.3,1012.5,,,0,.2,
152,울산,2020-01-10 01:00,1,,4.1,340,63,-5.2,1012.5,,,0,.2,
152,울산,2020-01-10 02:00,.8,,4.3,340,64,-5.2,1012.4,,,0,.1,
152,울산,2020-01-10 03:00,.6,,3.5,320,66,-5,1012.4,,,0,.1,
152,울산,2020-01-10 04:00,.4,,4.1,340,65,-5.4,1012.1,,,0,.1,
152,울산,2020-01-10 05:00,.1,,4.1,340,67,-5.3,1012.3,,,0,0,
152,울산,2020-01-10 06:00,0,,3.5,340,66,-5.6,1012.4,,,0,-.1,
152,울산,2020-01-10 07:00,-.1,,3.8,340,66,-5.7,1012.7,,,4,-.2,
152,울산,2020-01-10 08:00,-.8,,1.2,340,70,-5.5,1013.3,.1,,1,-.4,
152,울산,2020-01-10 09:00,1.2,,1.9,340,61,-5.5,1013.4,1,,1,-.1,
152,울산,2020-01-10 10:00,2.4,,2.4,340,56,-5.5,1013.8,.8,,5,.1,
152,울산,2020-01-10 11:00,5.1,,1.2,320,50,-4.4,1013.2,.9,,1,1,
152,울산,2020-01-10 12:00,7.5,,1.5,20,43,-4.2,1012,1,,4,7.2,
152,울산,2020-01-10 13:00,9.3,,1.3,360,45,-2,1010.8,1,,6,12.1,
152,울산,2020-01-10 14:00,10.4,,1.3,140,40,-2.6,1009.5,1,,4,12.5,
152,울산,2020-01-10 15:00,10.1,,.6,360,36,-4.3,1009.3,1,,4,10.6,
152,울산,2020-01-10 16:00,9.5,,1.9,140,53,.3,1009.6,.8,,6,8.6,
152,울산,2020-01-10 17:00,8.6,,1.9,160,56,.3,1009.8,.8,,1,6.2,
152,울산,2020-01-10 18:00,7.1,,1.4,230,55,-1.3,1010.2,0,,1,3.8,
152,울산,2020-01-10 19:00,6.5,,.7,320,59,-.9,1010.2,,,2,2.4,
152,울산,2020-01-10 20:00,4.8,,1.7,340,58,-2.7,1010,,,0,1.3,
152,울산,2020-01-10 21:00,5,,1.9,320,48,-5.1,1010.1,,,4,.8,
152,울산,2020-01-10 22:00,3.7,,1.9,360,50,-5.7,1009.7,,,6,.1,
152,울산,2020-01-10 23:00,2.5,,0,0,55,-5.6,1009.1,,,6,-.2,
152,울산,2020-01-11 00:00,3.1,,1.6,320,47,-7.1,1009.1,,,7,.1,
152,울산,2020-01-11 01:00,3.1,,2.7,320,47,-7.1,1009,,,8,.2,
152,울산,2020-01-11 02:00,3.1,,2.2,340,46,-7.4,1008.8,,,8,.1,
152,울산,2020-01-11 03:00,2.4,,1.5,320,49,-7.2,1008.4,,,8,.1,
152,울산,2020-01-11 04:00,2.3,,2,340,47,-7.8,1008.1,,,8,-.1,
152,울산,2020-01-11 05:00,2,,2.1,340,46,-8.4,1008,,,5,-.2,
152,울산,2020-01-11 06:00,.9,,2.2,360,51,-8.1,1008.4,,,3,-.6,
152,울산,2020-01-11 07:00,1.7,,2.3,340,47,-8.4,1008.8,,,3,-.7,
152,울산,2020-01-11 08:00,1.8,,2,320,45,-8.8,1008.8,.2,,1,-.9,
152,울산,2020-01-11 09:00,2.9,,2.3,340,42,-8.7,1009,1,,0,0,
152,울산,2020-01-11 10:00,4.7,,2.9,340,39,-8.1,1009.3,1,,0,1.1,
152,울산,2020-01-11 11:00,6.4,,3.4,290,37,-7.2,1008.9,1,,0,7.6,
152,울산,2020-01-11 12:00,8.3,,2.1,360,36,-5.9,1007.7,1,,0,11.1,
152,울산,2020-01-11 13:00,7.8,,3.1,20,35,-6.7,1006.6,1,,0,10.4,
152,울산,2020-01-11 14:00,8.9,,2.8,20,35,-5.7,1005.9,1,,0,10.3,
152,울산,2020-01-11 15:00,8.6,,2.4,50,36,-5.6,1005.3,1,,1,9.4,
152,울산,2020-01-11 16:00,8.3,,2.3,360,38,-5.2,1005.7,1,,0,7.1,
152,울산,2020-01-11 17:00,7.1,,2.3,340,40,-5.6,1005.9,.9,,3,3.7,
152,울산,2020-01-11 18:00,6,,3.1,340,43,-5.6,1006.1,0,,5,1.9,
152,울산,2020-01-11 19:00,5.1,,2.1,340,46,-5.5,1006.3,,,6,1.2,
152,울산,2020-01-11 20:00,4.4,,3,340,49,-5.4,1006.1,,,4,.4,
152,울산,2020-01-11 21:00,3.9,,3,340,52,-5,1006.7,,,1,.1,
152,울산,2020-01-11 22:00,3.3,,2.6,340,56,-4.6,1006.7,,,2,-.4,
152,울산,2020-01-11 23:00,2.9,,2.8,340,58,-4.5,1006.7,,,8,-.5,
152,울산,2020-01-12 00:00,2.6,,2.7,340,60,-4.3,1006.1,,,5,-.5,
152,울산,2020-01-12 01:00,2.8,,2.9,340,59,-4.4,1005.6,,,10,.1,
152,울산,2020-01-12 02:00,3,,3.3,340,57,-4.7,1005.3,,,10,.3,
152,울산,2020-01-12 03:00,3,,2.5,340,57,-4.7,1005.1,,,10,.4,
152,울산,2020-01-12 04:00,3.1,,3.1,340,55,-5,1004.3,,,10,.6,
152,울산,2020-01-12 05:00,2.9,,2,340,55,-5.2,1004.4,,,10,.7,
152,울산,2020-01-12 06:00,2.8,,2.4,340,55,-5.3,1004.4,,,10,.5,
152,울산,2020-01-12 07:00,1.8,,2.9,320,58,-5.6,1004.6,,,5,-.8,
152,울산,2020-01-12 08:00,1.2,,2.8,340,60,-5.7,1004.6,0,,5,-.8,
152,울산,2020-01-12 09:00,2,,2.7,340,55,-6.1,1004.8,.8,,3,1.8,
152,울산,2020-01-12 10:00,3.9,,3.3,340,46,-6.6,1005.2,1,,1,7.5,
152,울산,2020-01-12 11:00,5.2,,4.6,290,36,-8.6,1004.9,1,,2,12.4,
152,울산,2020-01-12 12:00,5.8,,3.8,320,32,-9.6,1003.6,1,,2,12.6,
152,울산,2020-01-12 13:00,6.7,,3.9,320,29,-10.1,1003,1,,1,13.4,
152,울산,2020-01-12 14:00,7.3,,3.5,320,25,-11.4,1002.5,1,,0,12.7,
152,울산,2020-01-12 15:00,7.4,,3.6,320,26,-10.8,1002.5,1,,0,10.8,
152,울산,2020-01-12 16:00,6.9,,4,290,27,-10.8,1002.9,1,,0,7.4,
152,울산,2020-01-12 17:00,5.8,,4.6,290,30,-10.4,1003.7,.9,,0,3,
152,울산,2020-01-12 18:00,4.7,,2.6,290,34,-9.8,1004.6,0,,0,.7,
152,울산,2020-01-12 19:00,3.7,,2,320,40,-8.6,1005.5,,,0,-.7,
152,울산,2020-01-12 20:00,3.4,,3.1,320,43,-8,1005.6,,,0,-.4,
152,울산,2020-01-12 21:00,3.3,,3,320,46,-7.2,1006.1,,,0,-.5,
152,울산,2020-01-12 22:00,2.8,,3.2,320,47,-7.4,1006.6,,,0,-.9,
152,울산,2020-01-12 23:00,2.4,,4,320,46,-8,1006.8,,,0,-1,
152,울산,2020-01-13 00:00,2.1,,4.5,320,47,-8,1007,,,0,-1.1,
152,울산,2020-01-13 01:00,1.5,,4.9,320,49,-8,1006.9,,,0,-1.2,
152,울산,2020-01-13 02:00,1.4,,4.4,320,52,-7.4,1006.8,,,0,-1.2,
152,울산,2020-01-13 03:00,.9,,3.6,290,56,-6.9,1007.2,,,0,-1.5,
152,울산,2020-01-13 04:00,.6,,3.8,290,57,-6.9,1007.5,,,0,-1.5,
